app,content,cleaned_text,theme,subtheme,emotion,emotion_confidence
foodi,Worst food delivery app. It takes years to load. Too many unnecessary loading. Very very slow and annoying. Please fix it 🙏,Worst food delivery app It takes years to load Too many unnecessary loading Very very slow and annoying Please fix it,Delivery Service,No Live Tracking,anger,0.42659056186676025
foodi,Excellent very fast service,Excellent very fast service,Delivery Service,Quick Delivery,neutral,0.845897912979126
foodi,Worst service!,Worst service!,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9228410720825195
foodi,Worst food app in Bangladesh. I have tried to order from few days but that buffers only. You should develop or leave this 'lok-thokano' business.😡,Worst food app in Bangladesh I have tried to order from few days but that buffers only You should develop or leave this lok thokano business,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.8301275968551636
foodi,In my opinion everything was good!👍🏼,In my opinion everything was good!,Food Quality & Availability,Good Food,joy,0.9485362768173218
foodi,"This app actually contains too many bugs. The majority of the time after I order food, that food is not available at the vendor. That's why they cancelled my orders.",This app actually contains too many bugs The majority of the time after I order food that food is not available at the vendor That s why they cancelled my orders,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.6223294734954834
foodi,Delivery coverage poor,Delivery coverage poor,Delivery Service,Quick Delivery,sadness,0.6895861625671387
foodi,"New platfrom and thats why they are giving many lucrative promos, thats good. But the app is somewhat buggy, please work on that. Thank you.",New platfrom and thats why they are giving many lucrative promos thats good But the app is somewhat buggy please work on that Thank you,App Usability & UX,Beautiful App Design,neutral,0.4096889793872833
foodi,Destroyed my pizza order which worth over 1000tk.,Destroyed my pizza order which worth over 1000tk,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.8875370621681213
foodi,Overall good service.,Overall good service,Food Quality & Availability,Good Food,joy,0.622215747833252
foodi,Worst app ever... I ordered chicken khichuri from Dokhina Kitchen but the delivery man gave me beef khichuri.. What kind of joke is it?,Worst app ever I ordered chicken khichuri from Dokhina Kitchen but the delivery man gave me beef khichuri What kind of joke is it?,App Usability & UX,Beautiful App Design,disgust,0.7469051480293274
foodi,Another food delivery app in Bangladesh which is very good,Another food delivery app in Bangladesh which is very good,Delivery Service,No Live Tracking,joy,0.6039444208145142
foodi,"I want write note with each food at the selection rather than modifying it at the end of the payment page,, it should be changed. Each item should be available for additional notes separately.",I want write note with each food at the selection rather than modifying it at the end of the payment page it should be changed Each item should be available for additional notes separately,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.9425947666168213
foodi,"Very much disappointing.... I ordered 2burgers and they delivered me one whereas I paid full payment for two. Riders were also terribly late and also when I complained, they were very slow to respond and solve the matter.",Very much disappointing I ordered 2burgers and they delivered me one whereas I paid full payment for two Riders were also terribly late and also when I complained they were very slow to respond and solve the matter,App Usability & UX,Beautiful App Design,sadness,0.5295618176460266
foodi,Everything is good,Everything is good,Food Quality & Availability,Good Food,joy,0.5042224526405334
foodi,"The delivery man did not delivered my ordered food. He went with my food and whenever i called him he make an excuse that no one in front of the gate so he left. He could not wait 10min while my caretaker said he was in the gate. When I called him, he refused to come back or return my food. Then I called to helpline, he said he took a complain. I said solve the matter. But there is no hope.",The delivery man did not delivered my ordered food He went with my food and whenever i called him he make an excuse that no one in front of the gate so he left He could not wait 10min while my caretaker said he was in the gate When I called him he refused to come back or return my food Then I called to helpline he said he took a complain I said solve the matter But there is no hope,Delivery Service,No Live Tracking,anger,0.603247880935669
foodi,So Slow And the Delivery man so rude And So slow then other App Worst food delivery app in my know,So Slow And the Delivery man so rude And So slow then other App Worst food delivery app in my know,Delivery Service,No Live Tracking,anger,0.8792533278465271
foodi,Late delivery 🤦🏻‍♂️,Late delivery,Delivery Service,Quick Delivery,sadness,0.44507622718811035
foodi,Good experience,Good experience,Food Quality & Availability,Good Food,neutral,0.6497312188148499
foodi,Availability low,Availability low,Food Quality & Availability,Good Food,neutral,0.840674638748169
foodi,It's not in my area,It s not in my area,Delivery Service,No Live Tracking,neutral,0.7895327210426331
foodi,"You're not in our area yet! I live in Rajfulbaria, Savar!",You re not in our area yet! I live in Rajfulbaria Savar!,Delivery Service,No Live Tracking,surprise,0.7945965528488159
foodi,Worst experience ever . If you're from mymensingh please don't install or order from the app they did the delivery after 2 and a half hour,Worst experience ever If you re from mymensingh please don t install or order from the app they did the delivery after 2 and a half hour,App Usability & UX,Beautiful App Design,anger,0.4581199586391449
foodi,UI loading a bit slow,UI loading a bit slow,Trust & Ethics,Mistrust in Transactions,sadness,0.5689711570739746
foodi,Well service,Well service,Delivery Service,Quick Delivery,neutral,0.9256116151809692
foodi,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
foodi,"worst management!!! they cancelled my order but never told me the reason, then i called the restaurant they said foodi didn't have any delivery man that time, but they have their food ready! worst experience ever",worst management!!! they cancelled my order but never told me the reason then i called the restaurant they said foodi didn t have any delivery man that time but they have their food ready! worst experience ever,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.47969529032707214
foodi,Worst than i thought,Worst than i thought,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.8909988403320312
foodi,Every time delivery men call me to know my address. But I always provide it via text message. Why does it happen? Doesn't the app notify them (delivery men) about the text message?,Every time delivery men call me to know my address But I always provide it via text message Why does it happen? Doesn t the app notify them delivery men about the text message?,Delivery Service,No Live Tracking,surprise,0.45041635632514954
foodi,Bad Experience. Order received 1 hours 40 min later.,Bad Experience Order received 1 hours 40 min later,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7310212254524231
foodi,Totally Disgusting. Huge gap between estimated time of delivery & actually delivery time.,Totally Disgusting Huge gap between estimated time of delivery actually delivery time,Delivery Service,Quick Delivery,disgust,0.9689527750015259
foodi,location tracking system is very bad. may be its a system bug. even delivery man asks for exact location every time,location tracking system is very bad may be its a system bug even delivery man asks for exact location every time,Delivery Service,No Live Tracking,sadness,0.5187076330184937
foodi,"Worst food delivery app,I have ever seen",Worst food delivery app I have ever seen,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.869732141494751
foodi,"This is the worst optimized app I've ever used. Slow, I can tell you people did not implement any client side rendering and it's buggy",This is the worst optimized app I ve ever used Slow I can tell you people did not implement any client side rendering and it s buggy,App Usability & UX,Beautiful App Design,disgust,0.8103431463241577
foodi,Worst app ever. it always shows that it's not available in my area even though there's souch restaurants around me & i'm live in city,Worst app ever it always shows that it s not available in my area even though there s souch restaurants around me i m live in city,Delivery Service,No Live Tracking,disgust,0.5935189723968506
foodi,"Edit: after i rated low, they fixed the problems and finally i ordered with a crazy discount. Please continue.",Edit after i rated low they fixed the problems and finally i ordered with a crazy discount Please continue,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.6008345484733582
foodi,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
foodi,Horrible,Horrible,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.8903847932815552
foodi,I suggest to add an order cancelled button..,I suggest to add an order cancelled button,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7701864838600159
foodi,Shows best price and less price than foodpanda(around less than 100tk). I don’t know why people giving it 1stars,Shows best price and less price than foodpanda around less than 100tk I don t know why people giving it 1stars,Food Quality & Availability,Good Food,surprise,0.689230740070343
foodi,Worst app ever they definitely need to improve their service's.,Worst app ever they definitely need to improve their service s,App Usability & UX,Beautiful App Design,disgust,0.6587218046188354
foodi,"Their service were good and fast, loved it. And better than food panda 🐼.",Their service were good and fast loved it And better than food panda,Food Quality & Availability,Good Food,neutral,0.4711942970752716
foodi,Not available in My area,Not available in My area,Delivery Service,No Live Tracking,sadness,0.674084484577179
foodi,It's good but more vouchers would be better,It s good but more vouchers would be better,Food Quality & Availability,Good Food,sadness,0.77420973777771
foodi,I could order from my area before and i made over 25 orders to my area. But suddenly one day it started showing that foodi isn't available in my area. I tried contacting support to make it available again but they won't do it. Terrible mess of an app. would have given atleast 4 stars if it didn't stop showing my location totally out of the blue after so many orders,I could order from my area before and i made over 25 orders to my area But suddenly one day it started showing that foodi isn t available in my area I tried contacting support to make it available again but they won t do it Terrible mess of an app would have given atleast 4 stars if it didn t stop showing my location totally out of the blue after so many orders,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.6187607049942017
foodi,Most pathetic and delayed service ever. The Live chat option:they will never reply your messages.Delivery time is to long.Only dicounts will not be ok if you can not provide the food on Time.,Most pathetic and delayed service ever The Live chat option they will never reply your messages Delivery time is to long Only dicounts will not be ok if you can not provide the food on Time,Delivery Service,No Live Tracking,sadness,0.867759644985199
foodi,Very helpful app.Thanks for the app. I think they should add grocery lists also. That would be very useful.,Very helpful app Thanks for the app I think they should add grocery lists also That would be very useful,App Usability & UX,Beautiful App Design,joy,0.6727589964866638
foodi,Great at deals Nice service. Wish u good luck And yeah Beat foodpanda!!,Great at deals Nice service Wish u good luck And yeah Beat foodpanda!!,Food Quality & Availability,Good Food,joy,0.8341547250747681
foodi,It took almost two hours to deliver an order! That's insane! Never gonna order again that's for sure!,It took almost two hours to deliver an order! That s insane! Never gonna order again that s for sure!,Delivery Service,No Live Tracking,surprise,0.632066547870636
foodi,"This is great app,,and so many offers are available here all time",This is great app and so many offers are available here all time,App Usability & UX,Beautiful App Design,joy,0.6989684104919434
foodi,Not good 👎👎👎 poor items and Very bad food🤮,Not good poor items and Very bad food,Food Quality & Availability,Good Food,disgust,0.606764018535614
foodi,"I have already uninstalled other food delivery app. Hopefully, foodi will get better and better.",I have already uninstalled other food delivery app Hopefully foodi will get better and better,App Usability & UX,Beautiful App Design,neutral,0.5578858256340027
foodi,"Worst Food delivery app I ever experienced. Dear Founder of Foodi , You need to fire your whole development and design team.",Worst Food delivery app I ever experienced Dear Founder of Foodi You need to fire your whole development and design team,App Usability & UX,Beautiful App Design,anger,0.5969337821006775
foodi,Not uesr friendly. It take so much loading.,Not uesr friendly It take so much loading,Delivery Service,No Live Tracking,sadness,0.7802644371986389
foodi,Food delivered on time. Rider was a gentle guy.,Food delivered on time Rider was a gentle guy,Food Quality & Availability,Good Food,neutral,0.5033355951309204
foodi,"Ordered one thing, got another, don't have visible in app support center. If this was foodpanda 🐼. They would at least give me a sorry coupon. Tried this, now uninstalling.",Ordered one thing got another don t have visible in app support center If this was foodpanda They would at least give me a sorry coupon Tried this now uninstalling,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.7061154842376709
foodi,Worst app filled with glitches and irresponsible customer support. They don't take accountability for their mistakes and try to force you to receive the order.,Worst app filled with glitches and irresponsible customer support They don t take accountability for their mistakes and try to force you to receive the order,App Usability & UX,Beautiful App Design,anger,0.5606746673583984
foodi,There's no font in this app. Nothing written in any box. Just pictures and boxes ..,There s no font in this app Nothing written in any box Just pictures and boxes,App Usability & UX,Beautiful App Design,neutral,0.7642760276794434
foodi,Horrible customer service,Horrible customer service,Customer Service,Ineffective Helpline,fear,0.8266316056251526
foodi,"Too much decent service right now compared to it's opponent, Even they change your meal at free of cost if the restaurant doesn't serve your dish properly.",Too much decent service right now compared to it s opponent Even they change your meal at free of cost if the restaurant doesn t serve your dish properly,Delivery Service,No Live Tracking,sadness,0.3685932755470276
foodi,"Although the Foodi has a lot of ways to improve it's service, but as a 6 month working period it has managed a massive improvement on it. Saw a lot of review from a lot of reviewer here, but most of them seems don't know about how to use it actually (illiterate) or their area are not covered by Foodi. That's not Foodi's fault to not covering the area. The user should first know that if Foodi is available on his/her area or not. Anyway some of the peoples came to review here on purpose I think.",Although the Foodi has a lot of ways to improve it s service but as a 6 month working period it has managed a massive improvement on it Saw a lot of review from a lot of reviewer here but most of them seems don t know about how to use it actually illiterate or their area are not covered by Foodi That s not Foodi s fault to not covering the area The user should first know that if Foodi is available on his her area or not Anyway some of the peoples came to review here on purpose I think,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.47772830724716187
foodi,Worst experience ever!,Worst experience ever!,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.8503602147102356
foodi,"Can't even add location, neither automatic nor manually, who made this trash and the ads about this app,trash",Can t even add location neither automatic nor manually who made this trash and the ads about this app trash,App Usability & UX,Beautiful App Design,neutral,0.5804998278617859
foodi,Super slow app. Could not place order,Super slow app Could not place order,App Usability & UX,Beautiful App Design,sadness,0.7757040858268738
foodi,"Though the app's response time is a bit slow, i did get food ontime every time i have ordered food. One thing i would like to know why there are advertisements in a service oriented app. It's a bit frustrating.",Though the app s response time is a bit slow i did get food ontime every time i have ordered food One thing i would like to know why there are advertisements in a service oriented app It s a bit frustrating,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.8558976054191589
foodi,"My house is just 800 meter-1 kilometre away from nearest restaurants and it still shows that delivery is unavailable in my area. While Food Panda delievers just fine. If I lived that close to restaurants I wouldn't order delivery, I would have go and buy myself. Trash app, not recommended",My house is just 800 meter 1 kilometre away from nearest restaurants and it still shows that delivery is unavailable in my area While Food Panda delievers just fine If I lived that close to restaurants I wouldn t order delivery I would have go and buy myself Trash app not recommended,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.5848801732063293
foodi,Sing up process is very bad,Sing up process is very bad,Trust & Ethics,Mistrust in Transactions,disgust,0.8640894293785095
foodi,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
foodi,Worst experience i ever had with this any delivery app.,Worst experience i ever had with this any delivery app,App Usability & UX,Beautiful App Design,disgust,0.889778196811676
foodi,"Disgusting service. I ordered from bfc bailly road,took more than 1hour to delivery also give wrong order. There helpline also useless service. Fb messenger and fb page service is so irresponsive . If u call them they are like, damn care. Taking service through this app is waste of money,time and effort. Totally disaster. Never gonna use this again...never",Disgusting service I ordered from bfc bailly road took more than 1hour to delivery also give wrong order There helpline also useless service Fb messenger and fb page service is so irresponsive If u call them they are like damn care Taking service through this app is waste of money time and effort Totally disaster Never gonna use this again never,Delivery Service,Quick Delivery,disgust,0.6608307957649231
foodi,There service are too bed and their customer support executive are brainless garbaje they taken mininum 1 hour to replying a massage very slow service today i unstill the app.,There service are too bed and their customer support executive are brainless garbaje they taken mininum 1 hour to replying a massage very slow service today i unstill the app,App Usability & UX,Beautiful App Design,sadness,0.8494759202003479
foodi,Really buggy. FOODI voucher doesn't work and shows only discount of 100 taka instead of 150 taka as advertised. There is a bug that doesn't even allow to order using the voucher. Also the they don't allow you to delete account which is a violation of their terms and conditions. Horrible experience.,Really buggy FOODI voucher doesn t work and shows only discount of 100 taka instead of 150 taka as advertised There is a bug that doesn t even allow to order using the voucher Also the they don t allow you to delete account which is a violation of their terms and conditions Horrible experience,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.41415801644325256
foodi,Verification otp does not work!,Verification otp does not work!,Reliability & Technical Performance,OTP Failures,sadness,0.6151017546653748
foodi,"User unfriendly app, Interface is not good..",User unfriendly app Interface is not good,App Usability & UX,Beautiful App Design,disgust,0.46919992566108704
foodi,right now best food delivery service in dhaka...,right now best food delivery service in dhaka,Delivery Service,No Live Tracking,neutral,0.46737927198410034
foodi,I had some issues when I tried to verify my phone number. But This app is improving better than before day by day.,I had some issues when I tried to verify my phone number But This app is improving better than before day by day,App Usability & UX,Beautiful App Design,neutral,0.7852036952972412
foodi,"what is the point of giving a discount if you take up 20+% of it as VAT & SD? what are the actual percentages and why are they not mentioned until checkout page arrives? also there are numerous bugs here, please fix this",what is the point of giving a discount if you take up 20 of it as VAT SD? what are the actual percentages and why are they not mentioned until checkout page arrives? also there are numerous bugs here please fix this,Reliability & Technical Performance,Bugs & Glitches,surprise,0.6075299978256226
foodi,Is unique than others in a good way,Is unique than others in a good way,Food Quality & Availability,Good Food,neutral,0.8072211146354675
foodi,"I have tried many times to place an order for home delivery, but it doesn’t allow me to order to my home location. However, if I set the location on the main road, the order can be placed, but bringing it back from the main road is a hassle. Because of this, I can't place an order through the Foodi app. I will ask the developers to find this problem and fix it. Thanks.",I have tried many times to place an order for home delivery but it doesn t allow me to order to my home location However if I set the location on the main road the order can be placed but bringing it back from the main road is a hassle Because of this I can t place an order through the Foodi app I will ask the developers to find this problem and fix it Thanks,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.4993256628513336
foodi,"Here after ordering my first time in this app,the UI is very clean and user friendly and the delivery was super fast.",Here after ordering my first time in this app the UI is very clean and user friendly and the delivery was super fast,App Usability & UX,Beautiful App Design,joy,0.6384705305099487
foodi,Coupon code doesn't work. Nice bait :),Coupon code doesn t work Nice bait,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.707851767539978
foodi,Very slow and doesnt work properly.,Very slow and doesnt work properly,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.7397905588150024
foodi,One of the worst food delivery app,One of the worst food delivery app,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9666141271591187
foodi,Password system is very annoying. Why I need to set a strong password for a food delivery account?,Password system is very annoying Why I need to set a strong password for a food delivery account?,Delivery Service,No Live Tracking,anger,0.37868204712867737
foodi,Very bad service.. Good bye foodi,Very bad service Good bye foodi,Food Quality & Availability,Good Food,sadness,0.30886542797088623
foodi,There are many discounts available here. Which is incredible🙀,There are many discounts available here Which is incredible,Pricing & Value,Fake Discounts,surprise,0.8120787143707275
foodi,"They claimed i get 150 off, but i didn’t... Even though it was my first order...",They claimed i get 150 off but i didn t Even though it was my first order,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.3706458508968353
foodi,"App is good, & service is good. Fast delivery than Foodpanda. But the problem is it's collaborated with only few restaurants. Need more restaurants to grow. In the morning there is literally no riders or no restaurant open. It's the only problem nothing more. Allover it's a good app.",App is good service is good Fast delivery than Foodpanda But the problem is it s collaborated with only few restaurants Need more restaurants to grow In the morning there is literally no riders or no restaurant open It s the only problem nothing more Allover it s a good app,Food Quality & Availability,Food or Restaurant Unavailable,surprise,0.41343313455581665
foodi,"Wrost ever, small service area",Wrost ever small service area,Food Quality & Availability,Small Portions,anger,0.31678280234336853
foodi,Scam in percentage in offer,Scam in percentage in offer,Trust & Ethics,Mistrust in Transactions,neutral,0.7580156326293945
foodi,"Worst app experience ever!! It clearly located my current location and still they couldn’t deliver my order and had to cancel my order.The delivery man went somewhere else saying that the app showed mg location there,even when we manually wrote my location clearly . I thought this app would be like foodpanda but this is nothing similar to that.Gotta uninstall this app.",Worst app experience ever!! It clearly located my current location and still they couldn t deliver my order and had to cancel my order The delivery man went somewhere else saying that the app showed mg location there even when we manually wrote my location clearly I thought this app would be like foodpanda but this is nothing similar to that Gotta uninstall this app,Delivery Service,No Live Tracking,disgust,0.5360367894172668
foodi,"Worst food delivery app ever. They took 1hour to place my order,then they said it is out of stock And they also show more price of the food",Worst food delivery app ever They took 1hour to place my order then they said it is out of stock And they also show more price of the food,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.5898144245147705
foodi,Takes forever to deliver a food. Sometimes they take order even when the restaurant is closed. Most of the orders get cancelled after hours of no response. Delivery men are very unprofessional. The vouchers are also just for show. Waste of time. Never gonna order again.,Takes forever to deliver a food Sometimes they take order even when the restaurant is closed Most of the orders get cancelled after hours of no response Delivery men are very unprofessional The vouchers are also just for show Waste of time Never gonna order again,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.30559101700782776
foodi,Very slow delivery service very disappointing 😕,Very slow delivery service very disappointing,Delivery Service,Quick Delivery,sadness,0.7519451379776001
foodi,What you advertise and what you provide is absolutely different. You clearly advertised 150 tk off above 350tk order for new user. But when I installed and used the promo it gave me 100 tk off. I will be forced to file a complain against foodie as per Consumers' Right Protection Act if you do not correct your advertising.,What you advertise and what you provide is absolutely different You clearly advertised 150 tk off above 350tk order for new user But when I installed and used the promo it gave me 100 tk off I will be forced to file a complain against foodie as per Consumers Right Protection Act if you do not correct your advertising,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.5944868922233582
foodi,Price is less and delivery is fast. I like it!!,Price is less and delivery is fast I like it!!,Delivery Service,Quick Delivery,joy,0.8695189356803894
foodi,"Absolutely terrible experience, expected delivery time was 50 minutes, delivery man calls after an hour and 20 minutes later and says he can't deliver the food. I am starving and i dont have the appetite to eat cold food. Never using thus app again.",Absolutely terrible experience expected delivery time was 50 minutes delivery man calls after an hour and 20 minutes later and says he can t deliver the food I am starving and i dont have the appetite to eat cold food Never using thus app again,Food Quality & Availability,Cold Food,fear,0.8694595098495483
foodi,Foodi is the best platform for food delivery service,Foodi is the best platform for food delivery service,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7003887295722961
foodi,please try to add more resturent. You all have great potential.,please try to add more resturent You all have great potential,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7440621852874756
foodi,Great app I love it,Great app I love it,App Usability & UX,Beautiful App Design,joy,0.9782153964042664
foodi,They literally cancelled my order just before 20 minutes of our dinner time without asking anything. Just a notification popped up that their service isn't available in our area. Speechless.,They literally cancelled my order just before 20 minutes of our dinner time without asking anything Just a notification popped up that their service isn t available in our area Speechless,Delivery Service,No Live Tracking,fear,0.30298933386802673
foodi,"No low budget food in here, And also not a many option available..food price is too much.. Food panda Delivery Charge is too high but remaining everything is very good..",No low budget food in here And also not a many option available food price is too much Food panda Delivery Charge is too high but remaining everything is very good,Delivery Service,No Live Tracking,sadness,0.5980453491210938
foodi,Good service,Good service,Food Quality & Availability,Good Food,neutral,0.8539659380912781
foodi,So good,So good,Food Quality & Availability,Good Food,joy,0.7954211235046387
foodi,"All offers are false, such as if they say that they will give 40% off then they will give it 20%. Besides their delivery time is 3 to 4 times of estimated time. Worst app I've ever seen.",All offers are false such as if they say that they will give 40 off then they will give it 20 Besides their delivery time is 3 to 4 times of estimated time Worst app I ve ever seen,App Usability & UX,Beautiful App Design,neutral,0.5085211992263794
foodi,Not available in my area.,Not available in my area,Delivery Service,No Live Tracking,sadness,0.6912938356399536
foodi,After giving location permission it is stuck the loading screen trying find my location.....add manual location input option...cuz the app is useless rn EDIT: Damn!!! I am impressed. Really appreciate that they added the manual location option. Thanks.,After giving location permission it is stuck the loading screen trying find my location add manual location input option cuz the app is useless rn EDIT Damn!!! I am impressed Really appreciate that they added the manual location option Thanks,App Usability & UX,Beautiful App Design,surprise,0.9627631306648254
foodi,though the interface was laggy but their service and the time they took to deliver food is really amazing,though the interface was laggy but their service and the time they took to deliver food is really amazing,Delivery Service,No Live Tracking,surprise,0.79070645570755
foodi,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
foodi,"Using the app for last 5 months. Arrangement is okey, but takes too much time to deliver the foods. Today I've place an order for breakfast at 8:41 am, still it’s undelivered at 9:58 am. Totally unprofessional from the app, rider and restaurant. Also no feedback from the app management authority in response of my queries. Nowadays, people seek comfort and eaze. They have not such volume of time to wait for the breakfast to be arrived at noon for lunch. Technical soundness is required to success.",Using the app for last 5 months Arrangement is okey but takes too much time to deliver the foods Today I ve place an order for breakfast at 8 41 am still it s undelivered at 9 58 am Totally unprofessional from the app rider and restaurant Also no feedback from the app management authority in response of my queries Nowadays people seek comfort and eaze They have not such volume of time to wait for the breakfast to be arrived at noon for lunch Technical soundness is required to success,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.41991543769836426
foodi,One item was missing and they Didn't help with it either and their live chat is always always busy you can never get in. Will be uninstalling it,One item was missing and they Didn t help with it either and their live chat is always always busy you can never get in Will be uninstalling it,Delivery Service,No Live Tracking,neutral,0.5857731103897095
foodi,Best Food delivery app I've ever seen,Best Food delivery app I ve ever seen,App Usability & UX,Beautiful App Design,surprise,0.4109131693840027
foodi,Worst app ever. Remove it from play store,Worst app ever Remove it from play store,App Usability & UX,Beautiful App Design,disgust,0.5707005262374878
foodi,Extremely late in terms of delivery food. Moreover when my order began to delay for about 1 hour then I tried to cancel my order. But couldn't cancel my order. My whole money was wasted,Extremely late in terms of delivery food Moreover when my order began to delay for about 1 hour then I tried to cancel my order But couldn t cancel my order My whole money was wasted,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.733693540096283
foodi,"In launch they gave some good deal, it was better than FoodPanda. But now it's a trash. Don't use it. High fee, high price than other apps.",In launch they gave some good deal it was better than FoodPanda But now it s a trash Don t use it High fee high price than other apps,Food Quality & Availability,Good Food,sadness,0.5097205638885498
foodi,Very bad service... Timing is not maintained... It says 18 mints at first then took 45 mints to arrive ... I ordered from tasty treat,Very bad service Timing is not maintained It says 18 mints at first then took 45 mints to arrive I ordered from tasty treat,Delivery Service,No Live Tracking,disgust,0.3627336025238037
foodi,It's a fraud service it was a scam with me their food chord is so bad 😞🤬🤬🤬🤬,It s a fraud service it was a scam with me their food chord is so bad,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.4545753598213196
foodi,"Delivery times are getting really long because the rider is handling multiple orders at once. This has led to frustrating delays, and it's been a really disappointing experience for me.",Delivery times are getting really long because the rider is handling multiple orders at once This has led to frustrating delays and it s been a really disappointing experience for me,App Usability & UX,Beautiful App Design,sadness,0.9064571261405945
foodi,u OK for 9,u OK for 9,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7230825424194336
foodi,They accepted the order and rider assigned for it but at last cancelled the first order due to out of stock. Totally Disappointed ☹️,They accepted the order and rider assigned for it but at last cancelled the first order due to out of stock Totally Disappointed,App Usability & UX,Beautiful App Design,sadness,0.9656079411506653
foodi,"They take too much time to estimate food,it's took over an hour then delivary man is like an emperor. Order delayed always like i do not delivary first its my wish.other hand i sterve to death waithing for order arrived",They take too much time to estimate food it s took over an hour then delivary man is like an emperor Order delayed always like i do not delivary first its my wish other hand i sterve to death waithing for order arrived,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.44987520575523376
foodi,The experience is improving day by day..and the discounts are huge!,The experience is improving day by day and the discounts are huge!,Pricing & Value,Fake Discounts,joy,0.851469099521637
foodi,"Terrible Customer Support and Late Delivery! I’ve never had such a bad experience with a food delivery app. First, the delivery was over an hour late, and the food arrived cold and soggy. When I tried to contact customer support to resolve the issue, I was met with long wait times and rude representatives who did nothing to help. They didn’t offer a refund or any compensation for the delay, and they were completely unresponsive to my complaints. it’s just a waste of time and money.",Terrible Customer Support and Late Delivery! I ve never had such a bad experience with a food delivery app First the delivery was over an hour late and the food arrived cold and soggy When I tried to contact customer support to resolve the issue I was met with long wait times and rude representatives who did nothing to help They didn t offer a refund or any compensation for the delay and they were completely unresponsive to my complaints it s just a waste of time and money,Delivery Service,No Live Tracking,sadness,0.648151159286499
foodi,delivery charge is so high.. day by day its increasing without any reason.,delivery charge is so high day by day its increasing without any reason,Delivery Service,Quick Delivery,anger,0.7221461534500122
foodi,"Too slow delivery, more than one hour even from very nearby restaurants Provide incomplete orders without any notification or compensation",Too slow delivery more than one hour even from very nearby restaurants Provide incomplete orders without any notification or compensation,Delivery Service,No Live Tracking,sadness,0.44946977496147156
foodi,"Too slow If start ordering food at noon, it becomes night.😡😡😡😡😡😡",Too slow If start ordering food at noon it becomes night,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.3247181475162506
foodi,Very good service.,Very good service,Food Quality & Availability,Good Food,joy,0.620094358921051
foodi,"Worst experience. Really bad experience at my first order. Ordered through bkash payment and waited for 30 mins, the rider didn’t pick up the food. Then I called him, he didn’t respond. After 1 hour I had to call the help center. I took the delivery almost 2 hours after ordering. The food was as cold as coconut water. never gonna order again",Worst experience Really bad experience at my first order Ordered through bkash payment and waited for 30 mins the rider didn t pick up the food Then I called him he didn t respond After 1 hour I had to call the help center I took the delivery almost 2 hours after ordering The food was as cold as coconut water never gonna order again,Food Quality & Availability,Cold Food,disgust,0.41627371311187744
foodi,Why do you need a nuclear launch code for a password ? I've been trying to create an account for 15 minutes and I'm stuck because I can't set a password. It's a food delivery app not the fate of the world. Get over yourself,Why do you need a nuclear launch code for a password ? I ve been trying to create an account for 15 minutes and I m stuck because I can t set a password It s a food delivery app not the fate of the world Get over yourself,Delivery Service,No Live Tracking,surprise,0.4972526729106903
